"Census Tracts in New York, NY",Tract_fips,County_name,County_fips,State_name,State_fips,"Geographic Years Available","% Population, Citizenship - Foreign Born - Not a Citizen, 2016","% Population, Citizenship - Foreign Born - Naturalized, 2016","% Population, Citizenship - Native, 2016","% Employment, Unemployed, 2016","Family Income Total ($), 2016","# Population Not in Poverty, Total, 2016","# Population, Female, Not in Poverty, Total, 2016","% Population, Female, Not in Poverty, Total, 2016","# Population, Male, Not in Poverty, Total, 2016","% Population, Male, Not in Poverty, Total, 2016","% Population Not in Poverty, Total, 2016","# Population, Female, in Poverty, Total, 2016","% Population, Female, in Poverty, Total, 2016","# Population, Male, in Poverty, Total, 2016","% Population, Male, in Poverty, Total, 2016","# Population Poverty Universe, 2016","# Population, Female, Poverty Universe, 2016","# Population, Male, Poverty Universe, 2016","# Population, Not Hispanic, 2016","% Population, Not Hispanic, 2016"
"CT046000, Queens County, NY","36081046000 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",38.8029,27.9059,33.2912,4.7319,80425823,4150,1907,30.1169,2243,35.4232,65.5401,1183,18.6829,999,15.7770,6332,3242,3090,3933,62.1131
"CT046100, Queens County, NY","36081046100 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",47.7607,24.3865,27.8528,4.7900,48619532,2519,1118,34.2945,1401,42.9755,77.2699,417,12.7914,324,9.9387,3260,1725,1535,1589,48.7423
"CT046200, Queens County, NY","36081046200 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",28.2142,35.4412,36.3446,4.7633,119382885,5493,2711,35.4936,2782,36.4231,71.9167,1157,15.1479,988,12.9353,7638,3770,3868,5011,65.6062
"CT046300, Queens County, NY","36081046300 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",50.1365,19.7452,30.1183,4.7642,56209023,3028,1096,24.9318,1932,43.9490,68.8808,875,19.9045,493,11.2147,4396,2425,1971,1526,34.7134
"CT046400, Queens County, NY","36081046400 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",9.2028,29.4256,61.3716,4.7565,61691954,1624,866,50.7620,758,44.4314,95.1934,74,4.3376,8,0.4689,1706,766,940,1422,83.3529
"CT046500, Queens County, NY","36081046500 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",57.2608,18.9952,23.7440,4.7442,99722884,3205,969,22.2299,2236,51.2962,73.5260,888,20.3716,266,6.1023,4359,2502,1857,741,16.9993
"CT046600, Queens County, NY","36081046600 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",13.3375,36.9727,49.6898,4.7894,98003412,2706,1406,43.6104,1300,40.3226,83.9330,325,10.0806,193,5.9864,3224,1493,1731,2651,82.2270
"CT046700, Queens County, NY","36081046700 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",50.2498,25.5839,24.1663,4.7557,114063890,5319,2447,33.0363,2872,38.7741,71.8104,1022,13.7978,1066,14.3918,7407,3938,3469,2754,37.1810
"CT046800, Queens County, NY","36081046800 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",18.2673,46.6337,35.0990,4.7437,53514484,3472,1733,42.8960,1739,43.0446,85.9406,318,7.8713,250,6.1881,4040,1989,2051,3016,74.6535
"CT046900, Queens County, NY","36081046900 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",40.3561,25.9210,33.7229,4.7373,124634223,6718,3224,35.8820,3494,38.8870,74.7691,1221,13.5893,1046,11.6416,8985,4540,4445,3721,41.4135
"CT047000, Queens County, NY","36081047000 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",22.5102,44.8165,32.6733,4.7534,79473532,2903,1512,44.0303,1391,40.5067,84.5370,215,6.2609,316,9.2021,3434,1707,1727,2468,71.8695
"CT047100, Queens County, NY","36081047100 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",39.0004,36.2025,24.7971,4.7208,48933380,2731,1271,27.1465,1460,31.1833,58.3298,1063,22.7040,888,18.9663,4682,2348,2334,3255,69.5216
"CT047200, Queens County, NY","36081047200 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",15.0650,35.4321,49.5029,4.7354,113706242,3760,2033,51.8226,1727,44.0224,95.8450,95,2.4216,68,1.7334,3923,1795,2128,3262,83.1507
"CT047300, Queens County, NY","36081047300 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",27.6718,42.4618,29.8664,4.7440,101932428,3464,1769,42.1994,1695,40.4342,82.6336,464,11.0687,264,6.2977,4192,1959,2233,3165,75.5010
"CT047500, Queens County, NY","36081047500 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",32.0632,35.9724,31.9645,4.7361,77509325,4204,2162,42.6851,2042,40.3159,83.0010,473,9.3386,388,7.6604,5065,2430,2635,3746,73.9585
"CT047600, Queens County, NY","36081047600 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",10.7219,40.8863,48.3917,4.7688,83116033,1281,630,45.0322,651,46.5332,91.5654,89,6.3617,29,2.0729,1399,680,719,1259,89.9929
"CT047800, Queens County, NY","36081047800 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",7.6799,39.3504,52.9697,4.7189,176795974,5165,2705,48.5376,2460,44.1414,92.6790,291,5.2216,117,2.0994,5573,2577,2996,4508,80.8900
"CT047900, Queens County, NY","36081047900 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",37.5154,35.7332,26.7514,4.7671,141915146,4617,2288,40.3741,2329,41.0976,81.4717,604,10.6582,446,7.8701,5667,2775,2892,4450,78.5248
"CT048000, Queens County, NY","36081048000 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",24.7540,36.6011,38.6450,4.7771,72387767,2400,1207,45.6851,1193,45.1552,90.8403,91,3.4444,151,5.7154,2642,1344,1298,2088,79.0310
"CT048100, Queens County, NY","36081048100 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",41.3022,29.1067,29.5911,4.7350,99970558,5080,2477,35.2899,2603,37.0851,72.3750,875,12.4662,1064,15.1589,7019,3667,3352,4284,61.0343
"CT048200, Queens County, NY","36081048200 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",17.2275,39.0983,43.6743,4.8159,37558791,1372,722,48.5868,650,43.7416,92.3284,65,4.3742,49,3.2974,1486,699,787,1184,79.6770
"CT048300, Queens County, NY","36081048300 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",34.0371,27.1874,38.7755,4.7282,71617621,3528,1620,38.0014,1908,44.7572,82.7586,447,10.4856,288,6.7558,4263,2196,2067,2933,68.8013
"CT048400, Queens County, NY","36081048400 ","Queens County, NY","36081 ","New York","36 ","2010, 2014",18.9271,44.2458,36.8271,4.7843,126472322,4546,2256,42.9142,2290,43.5610,86.4752,469,8.9214,242,4.6034,5257,2532,2725,4292,81.6435
